KS1295[%]	6082[%]	2024[%]	bat-box[%]	3003[%]	4032[%]	Al	Si	Cu	Ni	Mg	Mn	Fe	Cr	Ti	Zr	V	Zn	Vf_FCC_A1	Vf_DIAMOND_A4	Vf_AL15SI2M4	Vf_AL3X	Vf_AL6MN	Vf_MG2ZN3	Vf_AL3NI2	Vf_AL3NI_D011	Vf_AL7CU4NI	Vf_AL2CU_C16	Vf_Q_ALCUMGSI	Vf_AL7CU2FE	Vf_MG2SI_C1	Vf_AL9FE2SI2	Vf_AL18FE2MG7SI10	eut. frac.[%]	eut. T (C)	T_FCC_A1	T_DIAMOND_A4	T_AL15SI2M4	T_AL3X	T_AL6MN	T_MG2ZN3	T_AL3NI2	T_AL3NI_D011	T_AL7CU4NI	T_AL2CU_C16	T_Q_ALCUMGSI	T_AL7CU2FE	T_MG2SI_C1	T_AL9FE2SI2	T_AL18FE2MG7SI10	T(liqu)	T(sol)	delta_T	delta_T_FCC	delta_T_Al15Si2M4	delta_T_Si	CSC	YS(MPa)	hardness(Vickers)	CTEvol(1/K)(20.0-300.0C)	Density(g/cm3)	Volume(m3/mol)	El.conductivity(S/m)	El. resistivity(ohm m)	heat capacity(J/(mol K))	Therm.conductivity(W/(mK))	Therm. diffusivity(m2/s)	Therm.resistivity(mK/W)	Linear thermal expansion (1/K)(20.0-300.0C)	Technical thermal expansion (1/K)(20.0-300.0C)
0.3572	28.26731	22.34021	9.68199	13.46367	25.88892	92.46171	3.78142	1.32053	0.35646	0.83351	0.5699	0.42601	0.07256	0.05462	0.02602	0.02602	0.17452	89.75726	2.74763	1.92053	nan	1.99422	nan	0.31225	0.7853	0.35279	0.84135	0.24155	0.01566	0.45373	0.54672	0.39094	73.35648	618.35798	628.06392	513.02477	656.36953	387.69249	574.62186	nan	542.27695	449.05347	419.15524	266.19879	337.65078	454.99753	519.10691	332.35962	477.91545	658.90156	544.42354	114.47997	77.35416	114.47997	13.56045	0.46646	57.47423	17.58158	7.82E-05	2.68783	1.02E-05	1.29E+07	7.75E-08	27.66881	177.75669	6.56E-05	0.00565	2.61E-05	2.38E-05
0.3576	28.51517	22.11026	9.57226	13.91031	25.53379	92.51847	3.74099	1.30728	0.35186	0.82911	0.57506	0.42658	0.07244	0.0543	0.02616	0.02616	0.17343	89.79298	2.72476	1.93763	nan	1.99419	nan	0.31399	0.777	0.3566	0.7476	0.22581	0.01453	0.45234	0.53878	0.38159	73.45937	618.82222	628.41588	510.44093	656.39457	388.00249	574.3705	nan	542.26781	450.20416	424.63002	265.04169	338.52996	454.46993	518.36313	330.61163	477.1219	659.01625	544.37615	114.64234	77.75006	114.64234	13.52122	0.46929	57.51614	17.5944	7.82E-05	2.68779	1.02E-05	1.30E+07	7.74E-08	27.67041	177.94869	6.57E-05	0.00564	2.61E-05	2.38E-05
0.358	28.76303	21.88032	9.46254	14.35696	25.17866	92.57524	3.70056	1.29404	0.34726	0.82471	0.58022	0.42715	0.07232	0.05399	0.0263	0.0263	0.17233	89.82869	2.7019	1.95473	nan	1.99416	nan	0.31573	0.7687	0.3604	0.65386	0.21006	0.0134	0.45095	0.53084	0.37223	73.56225	619.28646	628.76785	507.85708	656.41961	388.3125	574.11913	nan	542.25867	451.35485	430.1048	263.88459	339.40913	453.94234	517.61935	328.86364	476.32836	659.13094	544.32876	114.80471	78.14595	114.80471	13.48199	0.47212	57.55804	17.60722	7.82E-05	2.68776	1.02E-05	1.30E+07	7.74E-08	27.67201	178.14069	6.57E-05	0.00563	2.61E-05	2.38E-05
0.3584	29.01089	21.65038	9.35281	14.8036	24.82353	92.632	3.66014	1.28079	0.34266	0.8203	0.58538	0.42772	0.0722	0.05368	0.02644	0.02644	0.17124	89.86441	2.67904	1.97182	nan	1.99413	nan	0.31746	0.76041	0.3642	0.56012	0.19432	0.01227	0.44956	0.5229	0.36288	73.66513	619.7507	629.11982	505.27324	656.44465	388.62251	573.86777	nan	542.24953	452.50554	435.57958	262.72749	340.28831	453.41474	516.87557	327.11566	475.53482	659.24564	544.28138	114.96709	78.54185	114.96709	13.44277	0.47494	57.59995	17.62005	7.83E-05	2.68772	1.02E-05	1.30E+07	7.73E-08	27.67361	178.33269	6.58E-05	0.00563	2.61E-05	2.38E-05
0.3588	29.25875	21.42043	9.24308	15.25025	24.4684	92.68877	3.61971	1.26755	0.33806	0.8159	0.59054	0.42829	0.07208	0.05337	0.02658	0.02658	0.17014	89.90012	2.65617	1.98892	nan	1.9941	nan	0.3192	0.75211	0.36801	0.46638	0.17858	0.01114	0.44817	0.51496	0.35353	73.76801	620.21495	629.47179	502.6894	656.46969	388.93252	573.6164	nan	542.24039	453.65624	441.05436	261.57039	341.16749	452.88714	516.1318	325.36767	474.74127	659.36033	544.23399	115.12946	78.93774	115.12946	13.40354	0.47777	57.64186	17.63287	7.83E-05	2.68768	1.02E-05	1.30E+07	7.72E-08	27.67521	178.52469	6.59E-05	0.00562	2.61E-05	2.38E-05
0.3592	29.5066	21.19049	9.13335	15.69689	24.11327	92.74553	3.57928	1.2543	0.33347	0.8115	0.5957	0.42886	0.07196	0.05305	0.02672	0.02672	0.16904	89.93584	2.63331	2.00601	nan	1.99407	nan	0.32093	0.74381	0.37181	0.37264	0.16283	0.01001	0.44678	0.50702	0.34417	73.87089	620.67919	629.82376	500.10555	656.49473	389.24253	573.36504	nan	542.23125	454.80693	446.52915	260.41329	342.04667	452.35954	515.38802	323.61968	473.94773	659.47503	544.1866	115.29184	79.33364	115.29184	13.36431	0.4806	57.68376	17.64569	7.84E-05	2.68765	1.02E-05	1.30E+07	7.71E-08	27.67681	178.71669	6.59E-05	0.00561	2.61E-05	2.38E-05
0.3596	29.75446	20.96054	9.02362	16.14353	23.75814	92.8023	3.53885	1.24106	0.32887	0.8071	0.60086	0.42943	0.07184	0.05274	0.02686	0.02686	0.16795	89.97156	2.61045	2.02311	nan	1.99404	nan	0.32267	0.73552	0.37561	0.2789	0.14709	0.00888	0.44539	0.49908	0.33482	73.97377	621.14343	630.17573	497.52171	656.51977	389.55254	573.11368	nan	542.22211	455.95762	452.00393	259.25619	342.92584	451.83195	514.64424	321.87169	473.15419	659.58972	544.13922	115.45421	79.72953	115.45421	13.32509	0.48343	57.72567	17.65851	7.84E-05	2.68761	1.02E-05	1.30E+07	7.70E-08	27.67841	178.90869	6.60E-05	0.00561	2.61E-05	2.39E-05
0.36	29.99883	20.73878	8.91309	16.58761	23.40169	92.85881	3.49826	1.22817	0.32425	0.80273	0.60602	0.43	0.07171	0.05244	0.027	0.027	0.16688	90.00663	2.58729	2.04028	nan	1.99401	nan	0.32439	0.72722	0.37943	0.18557	0.13151	0.00776	0.44395	0.4911	0.3255	74.07198	621.60146	630.52774	494.94415	656.54469	389.86232	572.86231	nan	542.21303	457.05309	457.47142	258.1347	343.82666	451.30435	513.90559	320.14276	472.3642	659.70383	544.09182	115.616	80.12509	115.616	13.28564	0.48623	57.76742	17.67128	7.85E-05	2.68758	1.02E-05	1.30E+07	7.69E-08	27.68001	179.09909	6.60E-05	0.0056	2.62E-05	2.39E-05
0.3604	29.27797	22.78033	8.58072	16.32027	22.68011	92.84469	3.41176	1.31576	0.3152	0.80644	0.61176	0.43056	0.07173	0.05438	0.027	0.027	0.17409	89.86519	2.48379	2.07739	nan	1.99398	nan	0.32133	0.71984	0.38842	0.20493	0.1624	0.01079	0.43031	0.47251	0.32489	72.87645	620.33977	630.8916	494.10666	656.53734	390.11073	572.61095	nan	542.22254	442.86555	460.92033	266.87127	350.71768	450.77675	514.58422	323.68852	472.55879	659.65601	544.04278	115.61715	80.42841	115.61715	13.18652	0.48089	57.76428	17.67033	7.85E-05	2.68976	1.02E-05	1.30E+07	7.69E-08	27.68301	178.84508	6.59E-05	0.00561	2.62E-05	2.39E-05
0.3608	28.55711	24.82188	8.24834	16.05292	21.95854	92.83058	3.32525	1.40334	0.30615	0.81015	0.6175	0.43112	0.07174	0.05632	0.027	0.027	0.18129	89.72374	2.38028	2.11451	nan	1.99395	nan	0.31826	0.71245	0.3974	0.22429	0.19328	0.01382	0.41667	0.45393	0.32429	71.68091	619.07809	631.25547	493.26917	656.52999	390.35913	572.35959	nan	542.23205	428.678	464.36924	275.60783	357.60869	450.24915	515.26286	327.23427	472.75337	659.6082	543.99374	115.6183	80.73173	115.6183	13.0874	0.47555	57.76114	17.66938	7.85E-05	2.69193	1.02E-05	1.30E+07	7.69E-08	27.68601	178.59108	6.58E-05	0.00562	2.62E-05	2.39E-05
0.3612	27.83625	26.86343	7.91597	15.78558	21.23697	92.81646	3.23875	1.49093	0.2971	0.81386	0.62324	0.43168	0.07175	0.05826	0.027	0.027	0.1885	89.58229	2.27677	2.15162	nan	1.99392	nan	0.3152	0.70507	0.40638	0.24365	0.22416	0.01685	0.40303	0.43534	0.32368	70.48537	617.8164	631.61933	492.43168	656.52264	390.60753	572.10822	nan	542.24156	414.49046	467.81816	284.3444	364.4997	449.72156	515.9415	330.78003	472.94796	659.56039	543.9447	115.61944	81.03506	115.61944	12.98828	0.4702	57.75801	17.66843	7.86E-05	2.69411	1.02E-05	1.30E+07	7.70E-08	27.68901	178.33708	6.57E-05	0.00562	2.62E-05	2.39E-05
0.3616	27.11539	28.90498	7.5836	15.51823	20.51539	92.80235	3.15225	1.57852	0.28805	0.81757	0.62898	0.43224	0.07176	0.06021	0.027	0.027	0.19571	89.44085	2.17327	2.18873	nan	1.99389	nan	0.31214	0.69768	0.41537	0.26301	0.25505	0.01988	0.38939	0.41675	0.32308	69.28984	616.55472	631.9832	491.59419	656.51529	390.85594	571.85686	nan	542.25107	400.30292	471.26707	293.08096	371.39072	449.19396	516.62013	334.32578	473.14254	659.51257	543.89566	115.62059	81.33838	115.62059	12.88916	0.46486	57.75487	17.66748	7.86E-05	2.69629	1.02E-05	1.30E+07	7.70E-08	27.69201	178.08308	6.56E-05	0.00563	2.62E-05	2.39E-05
0.362	26.39453	30.94653	7.25123	15.25089	19.79382	92.78823	3.06574	1.6661	0.279	0.82128	0.63472	0.4328	0.07177	0.06215	0.027	0.027	0.20291	89.2994	2.06976	2.22585	nan	1.99386	nan	0.30907	0.6903	0.42435	0.28237	0.28593	0.02291	0.37575	0.39817	0.32247	68.0943	615.29303	632.34706	490.7567	656.50794	391.10434	571.6055	nan	542.26058	386.11537	474.71599	301.81753	378.28173	448.66636	517.29877	337.87154	473.33713	659.46476	543.84662	115.62174	81.6417	115.62174	12.79004	0.45952	57.75173	17.66653	7.86E-05	2.69847	1.02E-05	1.30E+07	7.70E-08	27.69501	177.82908	6.55E-05	0.00564	2.62E-05	2.39E-05
0.3624	25.67367	32.98808	6.91885	14.98355	19.07224	92.77412	2.97924	1.75369	0.26994	0.825	0.64046	0.43336	0.07178	0.06409	0.027	0.027	0.21012	89.15796	1.96625	2.26296	nan	1.99383	nan	0.30601	0.68291	0.43334	0.30173	0.31682	0.02594	0.36211	0.37958	0.32187	66.89876	614.03135	632.71092	489.91921	656.5006	391.35275	571.35413	nan	542.27009	371.92783	478.1649	310.55409	385.17274	448.13876	517.97741	341.41729	473.53172	659.41695	543.79758	115.62288	81.94502	115.62288	12.69092	0.45418	57.74859	17.66557	7.87E-05	2.70064	1.02E-05	1.30E+07	7.71E-08	27.69801	177.57508	6.53E-05	0.00565	2.62E-05	2.39E-05
0.3628	24.95281	35.02964	6.58648	14.7162	18.35067	92.76001	2.89274	1.84127	0.26089	0.82871	0.6462	0.43392	0.07179	0.06604	0.027	0.027	0.21732	89.01651	1.86274	2.30008	nan	1.9938	nan	0.30295	0.67553	0.44232	0.32109	0.3477	0.02897	0.34847	0.36099	0.32126	65.70323	612.76966	633.07479	489.08172	656.49325	391.60115	571.10277	nan	542.2796	357.74029	481.61381	319.29066	392.06376	447.61117	518.65604	344.96304	473.7263	659.36913	543.74854	115.62403	82.24834	115.62403	12.5918	0.44884	57.74546	17.66462	7.87E-05	2.70282	1.02E-05	1.30E+07	7.71E-08	27.70101	177.32108	6.52E-05	0.00565	2.62E-05	2.39E-05
0.3632	24.23195	37.07119	6.25411	14.44886	17.62909	92.74589	2.80623	1.92886	0.25184	0.83242	0.65194	0.43448	0.07181	0.06798	0.027	0.027	0.22453	88.87506	1.75924	2.33719	nan	1.99377	nan	0.29988	0.66814	0.4513	0.34045	0.37858	0.032	0.33483	0.34241	0.32066	64.50769	611.50798	633.43865	488.24423	656.4859	391.84955	570.8514	nan	542.28911	343.55274	485.06273	328.02722	398.95477	447.08357	519.33468	348.5088	473.92089	659.32132	543.6995	115.62518	82.55166	115.62518	12.49268	0.4435	57.74232	17.66367	7.87E-05	2.705	1.02E-05	1.30E+07	7.71E-08	27.70401	177.06708	6.51E-05	0.00566	2.62E-05	2.40E-05
0.3636	23.51109	39.11274	5.92173	14.18151	16.90752	92.73178	2.71973	2.01645	0.24279	0.83613	0.65768	0.43504	0.07182	0.06992	0.027	0.027	0.23173	88.73362	1.65573	2.37431	nan	1.99374	nan	0.29682	0.66076	0.46029	0.35981	0.40947	0.03503	0.32119	0.32382	0.32005	63.31216	610.24629	633.80252	487.40674	656.47855	392.09796	570.60004	nan	542.29862	329.3652	488.51164	336.76379	405.84578	446.55597	520.01332	352.05455	474.11547	659.27351	543.65046	115.62632	82.85498	115.62632	12.39356	0.43815	57.73918	17.66272	7.87E-05	2.70717	1.02E-05	1.30E+07	7.71E-08	27.70701	176.81308	6.50E-05	0.00567	2.63E-05	2.40E-05
0.364	22.79023	41.15429	5.58936	13.91417	16.18594	92.71766	2.63323	2.10403	0.23374	0.83984	0.66342	0.4356	0.07183	0.07186	0.027	0.027	0.23894	88.59217	1.55222	2.41142	nan	1.99371	nan	0.29376	0.65337	0.46927	0.37917	0.44035	0.03806	0.30755	0.30523	0.31945	62.11662	608.98461	634.16638	486.56925	656.4712	392.34636	570.34868	nan	542.30813	315.17766	491.96055	345.50035	412.7368	446.02837	520.69196	355.60031	474.31006	659.22569	543.60142	115.62747	83.1583	115.62747	12.29444	0.43281	57.73605	17.66177	7.88E-05	2.70935	1.02E-05	1.30E+07	7.72E-08	27.71001	176.55908	6.49E-05	0.00568	2.63E-05	2.40E-05
0.3644	22.06937	43.19584	5.25699	13.64683	15.46437	92.70355	2.54672	2.19162	0.22469	0.84355	0.66916	0.43616	0.07184	0.07381	0.027	0.027	0.24615	88.45072	1.44872	2.44854	nan	1.99368	nan	0.2907	0.64599	0.47826	0.39853	0.47124	0.04109	0.29391	0.28665	0.31884	60.92108	607.72292	634.53025	485.73176	656.46385	392.59477	570.09731	nan	542.31764	300.99011	495.40947	354.23692	419.62781	445.50078	521.37059	359.14606	474.50464	659.17788	543.55238	115.62862	83.46163	115.62862	12.19532	0.42747	57.73291	17.66082	7.88E-05	2.71153	1.02E-05	1.30E+07	7.72E-08	27.71301	176.30507	6.47E-05	0.00568	2.63E-05	2.40E-05
0.3648	21.34851	45.23739	4.92462	13.37948	14.7428	92.68943	2.46022	2.27921	0.21564	0.84726	0.6749	0.43672	0.07185	0.07575	0.027	0.027	0.25335	88.30928	1.34521	2.48565	nan	1.99365	nan	0.28763	0.6386	0.48724	0.41789	0.50212	0.04412	0.28027	0.26806	0.31824	59.72555	606.46124	634.89411	484.89427	656.4565	392.84317	569.84595	nan	542.32715	286.80257	498.85838	362.97348	426.51882	444.97318	522.04923	362.69181	474.69923	659.13007	543.50334	115.62976	83.76495	115.62976	12.0962	0.42213	57.72977	17.65987	7.88E-05	2.71371	1.02E-05	1.30E+07	7.72E-08	27.71601	176.05107	6.46E-05	0.00569	2.63E-05	2.40E-05
0.3652	20.62765	47.27894	4.59224	13.11214	14.02122	92.67532	2.37372	2.36679	0.20658	0.85098	0.68064	0.43728	0.07186	0.07769	0.027	0.027	0.26056	88.16783	1.2417	2.52276	nan	1.99362	nan	0.28457	0.63122	0.49622	0.43725	0.533	0.04715	0.26663	0.24947	0.31763	58.53001	605.19955	635.25797	484.05678	656.44916	393.09157	569.59459	nan	542.33666	272.61503	502.3073	371.71005	433.40984	444.44558	522.72787	366.23757	474.89382	659.08225	543.4543	115.63091	84.06827	115.63091	11.99708	0.41679	57.72663	17.65891	7.89E-05	2.71588	1.02E-05	1.30E+07	7.72E-08	27.71901	175.79707	6.45E-05	0.0057	2.63E-05	2.40E-05
0.3656	19.90679	49.32049	4.25987	12.84479	13.29965	92.66121	2.28722	2.45438	0.19753	0.85469	0.68638	0.43784	0.07187	0.07964	0.027	0.027	0.26776	88.02639	1.13819	2.55988	nan	1.99359	nan	0.28151	0.62383	0.50521	0.45661	0.56389	0.05018	0.25299	0.23089	0.31703	57.33447	603.93787	635.62184	483.21929	656.44181	393.33998	569.34322	nan	542.34617	258.42748	505.75621	380.44661	440.30085	443.91799	523.4065	369.78332	475.0884	659.03444	543.40526	115.63206	84.37159	115.63206	11.89796	0.41144	57.7235	17.65796	7.89E-05	2.71806	1.02E-05	1.30E+07	7.73E-08	27.72201	175.54307	6.44E-05	0.00571	2.63E-05	2.40E-05
0.366	19.18593	51.36204	3.9275	12.57745	12.57807	92.64709	2.20071	2.54196	0.18848	0.8584	0.69212	0.4384	0.07189	0.08158	0.027	0.027	0.27497	87.88494	1.03469	2.59699	nan	1.99356	nan	0.27844	0.61645	0.51419	0.47597	0.59477	0.05321	0.23935	0.2123	0.31642	56.13894	602.67618	635.9857	482.3818	656.43446	393.58838	569.09186	nan	542.35568	244.23994	509.20512	389.18318	447.19186	443.39039	524.08514	373.32908	475.28299	658.98663	543.35622	115.6332	84.67491	115.6332	11.79884	0.4061	57.72036	17.65701	7.89E-05	2.72024	1.02E-05	1.30E+07	7.73E-08	27.72501	175.28907	6.43E-05	0.00571	2.63E-05	2.40E-05
0.3664	18.46507	53.40359	3.59513	12.31011	11.8565	92.63298	2.11421	2.62955	0.17943	0.86211	0.69786	0.43896	0.0719	0.08352	0.027	0.027	0.28217	87.74349	0.93118	2.63411	nan	1.99353	nan	0.27538	0.60906	0.52318	0.49533	0.62566	0.05624	0.22571	0.19371	0.31582	54.9434	601.4145	636.34957	481.54431	656.42711	393.83678	568.84049	nan	542.36519	230.0524	512.65404	397.91974	454.08288	442.86279	524.76378	376.87483	475.47757	658.93881	543.30718	115.63435	84.97823	115.63435	11.69972	0.40076	57.71722	17.65606	7.90E-05	2.72241	1.02E-05	1.29E+07	7.73E-08	27.72801	175.03507	6.41E-05	0.00572	2.63E-05	2.40E-05
0.3668	17.74421	55.44515	3.26275	12.04276	11.13492	92.61886	2.02771	2.71714	0.17038	0.86582	0.7036	0.43952	0.07191	0.08546	0.027	0.027	0.28938	87.60205	0.82767	2.67122	nan	1.9935	nan	0.27232	0.60168	0.53216	0.51469	0.65654	0.05927	0.21207	0.17513	0.31521	53.74787	600.15281	636.71343	480.70682	656.41976	394.08519	568.58913	nan	542.3747	215.86485	516.10295	406.65631	460.97389	442.33519	525.44241	380.42059	475.67216	658.891	543.25814	115.6355	85.28155	115.6355	11.6006	0.39542	57.71409	17.65511	7.90E-05	2.72459	1.02E-05	1.29E+07	7.73E-08	27.73101	174.78107	6.40E-05	0.00573	2.63E-05	2.40E-05
0.3672	17.02335	57.4867	2.93038	11.77542	10.41335	92.60475	1.9412	2.80472	0.16133	0.86953	0.70934	0.44008	0.07192	0.08741	0.027	0.027	0.29659	87.4606	0.72417	2.70834	nan	1.99347	nan	0.26925	0.59429	0.54114	0.53405	0.68743	0.0623	0.19843	0.15654	0.31461	52.55233	598.89113	637.0773	479.86933	656.41241	394.33359	568.33777	nan	542.38421	201.67731	519.55186	415.39287	467.8649	441.8076	526.12105	383.96634	475.86674	658.84318	543.2091	115.63664	85.58487	115.63664	11.50148	0.39008	57.71095	17.65416	7.90E-05	2.72677	1.02E-05	1.29E+07	7.74E-08	27.73401	174.52707	6.39E-05	0.00574	2.63E-05	2.41E-05
0.3676	16.30249	59.52825	2.59801	11.50807	9.69178	92.59063	1.8547	2.89231	0.15228	0.87325	0.71508	0.44064	0.07193	0.08935	0.027	0.027	0.30379	87.31915	0.62066	2.74545	nan	1.99344	nan	0.26619	0.58691	0.55013	0.55341	0.71831	0.06533	0.18479	0.13795	0.314	51.35679	597.62944	637.44116	479.03184	656.40506	394.582	568.0864	nan	542.39372	187.48977	523.00078	424.12944	474.75592	441.28	526.79969	387.51209	476.06133	658.79537	543.16006	115.63779	85.8882	115.63779	11.40236	0.38474	57.70781	17.65321	7.91E-05	2.72895	1.02E-05	1.29E+07	7.74E-08	27.73701	174.27307	6.38E-05	0.00574	2.64E-05	2.41E-05
0.368	15.58163	61.5698	2.26563	11.24073	8.9702	92.57652	1.7682	2.97989	0.14322	0.87696	0.72082	0.4412	0.07194	0.09129	0.027	0.027	0.311	87.17771	0.51715	2.78257	nan	1.99341	nan	0.26313	0.57952	0.55911	0.57277	0.74919	0.06836	0.17115	0.11936	0.3134	50.16126	596.36776	637.80502	478.19435	656.39772	394.8304	567.83504	nan	542.40323	173.30222	526.44969	432.866	481.64693	440.7524	527.47833	391.05785	476.25592	658.74756	543.11102	115.63894	86.19152	115.63894	11.30324	0.37939	57.70467	17.65225	7.91E-05	2.73112	1.01E-05	1.29E+07	7.74E-08	27.74001	174.01907	6.37E-05	0.00575	2.64E-05	2.41E-05
0.3684	14.86077	63.61135	1.93326	10.97339	8.24863	92.56241	1.68169	3.06748	0.13417	0.88067	0.72656	0.44176	0.07195	0.09324	0.027	0.027	0.3182	87.03626	0.41365	2.81968	nan	1.99338	nan	0.26007	0.57214	0.5681	0.59213	0.78008	0.07139	0.15751	0.10078	0.31279	48.96572	595.10607	638.16889	477.35686	656.39037	395.0788	567.58368	nan	542.41275	159.11468	529.89861	441.60257	488.53794	440.2248	528.15696	394.6036	476.4505	658.69974	543.06198	115.64008	86.49484	115.64008	11.20411	0.37405	57.70154	17.6513	7.91E-05	2.7333	1.01E-05	1.29E+07	7.75E-08	27.74301	173.76506	6.36E-05	0.00576	2.64E-05	2.41E-05
0.3688	14.13991	65.6529	1.60089	10.70604	7.52705	92.54829	1.59519	3.15507	0.12512	0.88438	0.7323	0.44232	0.07197	0.09518	0.027	0.027	0.32541	86.89482	0.31014	2.85679	nan	1.99335	nan	0.257	0.56475	0.57708	0.61149	0.81096	0.07442	0.14387	0.08219	0.31219	47.77019	593.84439	638.53275	476.51937	656.38302	395.32721	567.33231	nan	542.42226	144.92714	533.34752	450.33913	495.42896	439.69721	528.8356	398.14936	476.64509	658.65193	543.01294	115.64123	86.79816	115.64123	11.10499	0.36871	57.6984	17.65035	7.92E-05	2.73548	1.01E-05	1.29E+07	7.75E-08	27.74601	173.51106	6.34E-05	0.00577	2.64E-05	2.41E-05
0.3692	13.41905	67.69445	1.26852	10.4387	6.80548	92.53418	1.50869	3.24265	0.11607	0.88809	0.73804	0.44288	0.07198	0.09712	0.027	0.027	0.33262	86.75337	0.20663	2.89391	nan	1.99332	nan	0.25394	0.55737	0.58607	0.63085	0.84185	0.07745	0.13023	0.0636	0.31158	46.57465	592.5827	638.89662	475.68188	656.37567	395.57561	567.08095	nan	542.43177	130.73959	536.79643	459.0757	502.31997	439.16961	529.51424	401.69511	476.83967	658.60412	542.9639	115.64238	87.10148	115.64238	11.00587	0.36337	57.69526	17.6494	7.92E-05	2.73765	1.01E-05	1.29E+07	7.75E-08	27.74901	173.25706	6.33E-05	0.00577	2.64E-05	2.41E-05
0.3696	12.69819	69.736	0.93614	10.17135	6.0839	92.52006	1.42218	3.33024	0.10702	0.8918	0.74378	0.44344	0.07199	0.09906	0.027	0.027	0.33982	86.61192	0.10312	2.93102	nan	1.99329	nan	0.25088	0.54998	0.59505	0.65021	0.87273	0.08048	0.11659	0.04502	0.31098	45.37911	591.32102	639.26048	474.84439	656.36832	395.82402	566.82958	nan	542.44128	116.55205	540.24535	467.81226	509.21098	438.64201	530.19287	405.24087	477.03426	658.5563	542.91486	115.64352	87.4048	115.64352	10.90675	0.35803	57.69213	17.64845	7.92E-05	2.73983	1.01E-05	1.29E+07	7.75E-08	27.75201	173.00306	6.32E-05	0.00578	2.64E-05	2.41E-05
0.37	11.98343	71.76152	0.60779	9.90642	5.36585	92.50635	1.33611	3.41712	0.09801	0.89548	0.74949	0.44399	0.072	0.10099	0.027	0.027	0.34697	86.47198	1.52E-04	2.96789	nan	1.99326	nan	0.24781	0.5426	0.60396	0.6694	0.9034	0.08349	0.10304	0.02654	0.31037	44.18913	590.06834	639.62328	474.01927	656.36032	396.06896	566.57822	nan	542.45079	102.46604	543.67362	476.48169	516.0598	438.11441	530.86978	408.75873	477.22884	658.50849	542.86582	115.64467	87.70812	115.64467	10.80763	0.35273	57.68926	17.64758	7.93E-05	2.74199	1.01E-05	1.29E+07	7.76E-08	27.755	172.75202	6.31E-05	0.00579	2.64E-05	2.41E-05
0.3704	12.91104	69.46855	1.36063	10.28894	5.59557	92.60017	1.3663	3.31391	0.10067	0.88921	0.74588	0.44182	0.07214	0.09893	0.02691	0.02692	0.33857	86.73743	0.04119	2.93699	nan	1.99323	nan	0.24475	0.53521	0.59271	0.64349	0.8752	0.08063	0.11458	0.03844	0.30977	44.49501	591.23997	639.70008	476.52419	656.17548	395.38118	566.32686	nan	542.4603	115.71964	541.5439	467.07295	511.54757	437.58682	531.08	404.76567	477.42343	658.46068	542.81678	115.64582	88.01144	115.64582	10.70851	0.35981	57.76051	17.66937	7.93E-05	2.73962	1.01E-05	1.29E+07	7.74E-08	27.75424	173.29802	6.33E-05	0.00577	2.64E-05	2.41E-05
0.3708	13.83864	67.17558	2.11347	10.67146	5.82529	92.694	1.3965	3.21071	0.10334	0.88294	0.74228	0.43966	0.07229	0.09686	0.02682	0.02684	0.33017	87.00288	0.08223	2.90609	nan	1.9932	nan	0.24169	0.52783	0.58146	0.61758	0.847	0.07777	0.12611	0.05033	0.30916	44.80089	592.41161	639.77688	479.02911	655.99063	394.69341	566.07549	nan	542.46981	128.97324	539.41418	457.66421	507.03534	437.05922	531.29023	400.77262	477.61802	658.41286	542.76774	115.64696	88.31476	115.64696	10.60939	0.36689	57.83176	17.69116	7.93E-05	2.73724	1.01E-05	1.30E+07	7.72E-08	27.75348	173.84402	6.35E-05	0.00576	2.64E-05	2.42E-05
0.3712	14.76624	64.88261	2.86631	11.05398	6.05501	92.78782	1.42669	3.1075	0.106	0.87667	0.73867	0.43749	0.07243	0.0948	0.02674	0.02676	0.32177	87.26833	0.12327	2.8752	nan	1.99317	nan	0.23862	0.52044	0.57021	0.59166	0.8188	0.07491	0.13765	0.06222	0.30856	45.10678	593.58325	639.85369	481.53403	655.80579	394.00563	565.82413	nan	542.47932	142.22685	537.28445	448.25547	502.52311	436.53162	531.50045	396.77957	477.8126	658.36505	542.7187	115.64811	88.61809	115.64811	10.51027	0.37397	57.90301	17.71294	7.94E-05	2.73486	1.01E-05	1.30E+07	7.70E-08	27.75272	174.39003	6.37E-05	0.00574	2.65E-05	2.42E-05
0.3716	15.69385	62.58964	3.61916	11.4365	6.28473	92.88164	1.45688	3.0043	0.10867	0.8704	0.73507	0.43532	0.07258	0.09274	0.02665	0.02668	0.31337	87.53378	0.16431	2.8443	nan	1.99314	nan	0.23556	0.51306	0.55896	0.56575	0.7906	0.07205	0.14919	0.07411	0.30795	45.41266	594.75488	639.93049	484.03895	655.62095	393.31786	565.57277	nan	542.48883	155.48045	535.15473	438.84674	498.01088	436.00402	531.71068	392.78652	478.00719	658.31724	542.66966	115.64926	88.92141	115.64926	10.41115	0.38105	57.97426	17.73473	7.94E-05	2.73249	1.01E-05	1.30E+07	7.69E-08	27.75196	174.93603	6.39E-05	0.00572	2.65E-05	2.42E-05
